,id,title,image,description,category,budget,latitude,longitude,youtube_url,place_tokens,place_tokens_fdist,place_tokens_WSW,place_tokens_stemmed
10,29,Telaga Biru Cicerem,destination_pics/Telaga_Biru_Cicerem.jpg,telaga biru cicerem memiliki keindahan dengan airnya yang bening dan dikelilingi pepohonan hijau daya tarik telaga biru cicerem terletak pada warna air telaga yang memiliki gradasi warna antara biru dan hijau tosca,WA,0-20000,-6.797580,108.423170,https://youtu.be/Zn5y-8M3nDU,"['telaga', 'biru', 'cicerem', 'memiliki', 'keindahan', 'dengan', 'airnya', 'yang', 'bening', 'dan', 'dikelilingi', 'pepohonan', 'hijau', 'daya', 'tarik', 'telaga', 'biru', 'cicerem', 'terletak', 'pada', 'warna', 'air', 'telaga', 'yang', 'memiliki', 'gradasi', 'warna', 'antara', 'biru', 'dan', 'hijau', 'tosca']",<FreqDist with 22 samples and 32 outcomes>,"['telaga', 'biru', 'cicerem', 'memiliki', 'keindahan', 'airnya', 'bening', 'dikelilingi', 'pepohonan', 'hijau', 'daya', 'tarik', 'telaga', 'biru', 'cicerem', 'terletak', 'warna', 'air', 'telaga', 'memiliki', 'gradasi', 'warna', 'biru', 'hijau', 'tosca']","['telaga', 'biru', 'cicerem', 'milik', 'indah', 'air', 'bening', 'keliling', 'pohon', 'hijau', 'daya', 'tarik', 'telaga', 'biru', 'cicerem', 'letak', 'warna', 'air', 'telaga', 'milik', 'gradasi', 'warna', 'biru', 'hijau', 'tosca']"
11,30,Ade Irma Suryani Waterland,destination_pics/Ade_Irma_Suryani_Waterland.jpg,taman rekreasi air tepi pantai dengan beberapa taman bermain kolam renang serta restoran bertema kapal,WA,20000-50000,-6.717270,108.573260,https://youtu.be/1nWB710Mir8,"['taman', 'rekreasi', 'air', 'tepi', 'pantai', 'dengan', 'beberapa', 'taman', 'bermain', 'kolam', 'renang', 'serta', 'restoran', 'bertema', 'kapal']",<FreqDist with 14 samples and 15 outcomes>,"['taman', 'rekreasi', 'air', 'tepi', 'pantai', 'taman', 'bermain', 'kolam', 'renang', 'restoran', 'bertema', 'kapal']","['taman', 'rekreasi', 'air', 'tepi', 'pantai', 'taman', 'main', 'kolam', 'renang', 'restoran', 'tema', 'kapal']"
12,31,Banyu Panas Palimanan,destination_pics/Banyu_Panas_Palimanan.jpg,banyu panas palimanan merupakan kolam renang palimanan yang memiliki ciri khas sebagai kolam terapi air panas alami yang selalu ramai dikunjungi terutama di akhir pekan buah dari ketidaksengajaan pt indocement di tahun yang melakukan pengeboran air bersih namun yang muncul malah semburan air panas yang kebirubiruan,WA,0-20000,-6.712410,108.399260,https://youtu.be/L2JeDTVbxRk,"['banyu', 'panas', 'palimanan', 'merupakan', 'kolam', 'renang', 'palimanan', 'yang', 'memiliki', 'ciri', 'khas', 'sebagai', 'kolam', 'terapi', 'air', 'panas', 'alami', 'yang', 'selalu', 'ramai', 'dikunjungi', 'terutama', 'di', 'akhir', 'pekan', 'buah', 'dari', 'ketidaksengajaan', 'pt', 'indocement', 'di', 'tahun', 'yang', 'melakukan', 'pengeboran', 'air', 'bersih', 'namun', 'yang', 'muncul', 'malah', 'semburan', 'air', 'panas', 'yang', 'kebirubiruan']",<FreqDist with 35 samples and 46 outcomes>,"['banyu', 'panas', 'palimanan', 'kolam', 'renang', 'palimanan', 'memiliki', 'ciri', 'khas', 'kolam', 'terapi', 'air', 'panas', 'alami', 'ramai', 'dikunjungi', 'pekan', 'buah', 'ketidaksengajaan', 'pt', 'indocement', 'pengeboran', 'air', 'bersih', 'muncul', 'semburan', 'air', 'panas', 'kebirubiruan']","['banyu', 'panas', 'palimanan', 'kolam', 'renang', 'palimanan', 'milik', 'ciri', 'khas', 'kolam', 'terapi', 'air', 'panas', 'alami', 'ramai', 'kunjung', 'pekan', 'buah', 'ketidaksengajaan', 'pt', 'indocement', 'bor', 'air', 'bersih', 'muncul', 'sembur', 'air', 'panas', 'kebirubiruan']"
13,32,Kampung Sabin Cirebon,destination_pics/Kampung_Sabin_Cirebon.jpg,atraksi wisata menikmati kuliner lezat di pinggir sawah sambil menikmati pemandangan gunung ciremai sekaligus hamparan padi yang menghijau sementara di malam hari anda bisa menikmati makan malam romantis bersama orang terdekat serta tak lupa berswafoto denganbackgroundyang instagramable,TW,20000-50000,-6.767310,108.454680,https://youtu.be/xNYpBqrJWk4,"['atraksi', 'wisata', 'menikmati', 'kuliner', 'lezat', 'di', 'pinggir', 'sawah', 'sambil', 'menikmati', 'pemandangan', 'gunung', 'ciremai', 'sekaligus', 'hamparan', 'padi', 'yang', 'menghijau', 'sementara', 'di', 'malam', 'hari', 'anda', 'bisa', 'menikmati', 'makan', 'malam', 'romantis', 'bersama', 'orang', 'terdekat', 'serta', 'tak', 'lupa', 'berswafoto', 'denganbackgroundyang', 'instagramable']",<FreqDist with 33 samples and 37 outcomes>,"['atraksi', 'wisata', 'menikmati', 'kuliner', 'lezat', 'pinggir', 'sawah', 'menikmati', 'pemandangan', 'gunung', 'ciremai', 'hamparan', 'padi', 'menghijau', 'malam', 'menikmati', 'makan', 'malam', 'romantis', 'orang', 'terdekat', 'lupa', 'berswafoto', 'denganbackgroundyang', 'instagramable']","['atraksi', 'wisata', 'nikmat', 'kuliner', 'lezat', 'pinggir', 'sawah', 'nikmat', 'pandang', 'gunung', 'ciremai', 'hampar', 'padi', 'hijau', 'malam', 'nikmat', 'makan', 'malam', 'romantis', 'orang', 'dekat', 'lupa', 'berswafoto', 'denganbackgroundyang', 'instagramable']"
14,33,Kampung Batik Trusmi,destination_pics/Kampung_Batik_Trusmi.jpg,kurang lengkap rasanya jika anda melewatkan wisata belanja saat traveling jadi jangan lupa untuk singgah ke kampung batik trusmi dan memborong batik mega mendung yang menjadi ciri khasnya sentra produksi batik ini sudah ada sejak abad ke dan semakin dikembangkan untuk memajukan sektor pariwisata selain berbelanja di pusat grosir kampung trusmi anda juga bisa melihat dari dekat proses pembuatan batik oleh pengrajin bahkan belajar membatik untuk mengikuti kelas membatik anda bisa mendaftar pada sanggar katura dan memilih paket kursus yang anda kehendaki ternyata di kampung trusmi ini anda juga berkesempatan untuk berwisata kuliner menikmati aneka hidangan tradisional cirebon ini antara lain empal gentong nasi jamblang docan tahu kuningan empal asem dan sego lengko,TW,50000-100000,-6.701140,108.508420,https://youtu.be/UAw0-vN5bjc,"['kurang', 'lengkap', 'rasanya', 'jika', 'anda', 'melewatkan', 'wisata', 'belanja', 'saat', 'traveling', 'jadi', 'jangan', 'lupa', 'untuk', 'singgah', 'ke', 'kampung', 'batik', 'trusmi', 'dan', 'memborong', 'batik', 'mega', 'mendung', 'yang', 'menjadi', 'ciri', 'khasnya', 'sentra', 'produksi', 'batik', 'ini', 'sudah', 'ada', 'sejak', 'abad', 'ke', 'dan', 'semakin', 'dikembangkan', 'untuk', 'memajukan', 'sektor', 'pariwisata', 'selain', 'berbelanja', 'di', 'pusat', 'grosir', 'kampung', 'trusmi', 'anda', 'juga', 'bisa', 'melihat', 'dari', 'dekat', 'proses', 'pembuatan', 'batik', 'oleh', 'pengrajin', 'bahkan', 'belajar', 'membatik', 'untuk', 'mengikuti', 'kelas', 'membatik', 'anda', 'bisa', 'mendaftar', 'pada', 'sanggar', 'katura', 'dan', 'memilih', 'paket', 'kursus', 'yang', 'anda', 'kehendaki', 'ternyata', 'di', 'kampung', 'trusmi', 'ini', 'anda', 'juga', 'berkesempatan', 'untuk', 'berwisata', 'kuliner', 'menikmati', 'aneka', 'hidangan', 'tradisional', 'cirebon', 'ini', 'antara', 'lain', 'empal', 'gentong', 'nasi', 'jamblang', 'docan', 'tahu', 'kuningan', 'empal', 'asem', 'dan', 'sego', 'lengko']",<FreqDist with 87 samples and 113 outcomes>,"['lengkap', 'melewatkan', 'wisata', 'belanja', 'traveling', 'lupa', 'singgah', 'kampung', 'batik', 'trusmi', 'memborong', 'batik', 'mega', 'mendung', 'ciri', 'khasnya', 'sentra', 'produksi', 'batik', 'abad', 'dikembangkan', 'memajukan', 'sektor', 'pariwisata', 'berbelanja', 'pusat', 'grosir', 'kampung', 'trusmi', 'proses', 'pembuatan', 'batik', 'pengrajin', 'belajar', 'membatik', 'mengikuti', 'kelas', 'membatik', 'mendaftar', 'sanggar', 'katura', 'memilih', 'paket', 'kursus', 'kehendaki', 'kampung', 'trusmi', 'berkesempatan', 'berwisata', 'kuliner', 'menikmati', 'aneka', 'hidangan', 'tradisional', 'cirebon', 'empal', 'gentong', 'nasi', 'jamblang', 'docan', 'kuningan', 'empal', 'asem', 'sego', 'lengko']","['lengkap', 'lewat', 'wisata', 'belanja', 'traveling', 'lupa', 'singgah', 'kampung', 'batik', 'trusmi', 'borong', 'batik', 'mega', 'mendung', 'ciri', 'khas', 'sentra', 'produksi', 'batik', 'abad', 'kembang', 'maju', 'sektor', 'pariwisata', 'belanja', 'pusat', 'grosir', 'kampung', 'trusmi', 'proses', 'buat', 'batik', 'rajin', 'ajar', 'batik', 'ikut', 'kelas', 'batik', 'daftar', 'sanggar', 'katura', 'pilih', 'paket', 'kursus', 'hendak', 'kampung', 'trusmi', 'sempat', 'wisata', 'kuliner', 'nikmat', 'aneka', 'hidang', 'tradisional', 'cirebon', 'empal', 'gentong', 'nasi', 'jamblang', 'docan', 'kuningan', 'empal', 'asem', 'sego', 'lengko']"
15,34,Pasar Sandang Tegal Gubug,destination_pics/Pasar_Sandang_Tegal_Gubug.jpg,pasar yang diklaim sebagai pasar terbesar seasia tenggara itu tak pernah sepi setiap kali beroperasi pasar tegal gubug hanya dibuka empat hari seminggu yaitu pada senin selasa jumat dan sabtu pembeli yang datang tak jarang berbelanja dalam jumlah besar,TW,20000-50000,-6.635880,108.389700,https://youtu.be/X2fRvJUq4fE,"['pasar', 'yang', 'diklaim', 'sebagai', 'pasar', 'terbesar', 'seasia', 'tenggara', 'itu', 'tak', 'pernah', 'sepi', 'setiap', 'kali', 'beroperasi', 'pasar', 'tegal', 'gubug', 'hanya', 'dibuka', 'empat', 'hari', 'seminggu', 'yaitu', 'pada', 'senin', 'selasa', 'jumat', 'dan', 'sabtu', 'pembeli', 'yang', 'datang', 'tak', 'jarang', 'berbelanja', 'dalam', 'jumlah', 'besar']",<FreqDist with 35 samples and 39 outcomes>,"['pasar', 'diklaim', 'pasar', 'terbesar', 'seasia', 'tenggara', 'sepi', 'kali', 'beroperasi', 'pasar', 'tegal', 'gubug', 'dibuka', 'seminggu', 'senin', 'selasa', 'jumat', 'sabtu', 'pembeli', 'jarang', 'berbelanja']","['pasar', 'klaim', 'pasar', 'besar', 'seasia', 'tenggara', 'sepi', 'kali', 'operasi', 'pasar', 'tegal', 'gubug', 'buka', 'minggu', 'senin', 'selasa', 'jumat', 'sabtu', 'beli', 'jarang', 'belanja']"
16,35,Danau Setu Patok,destination_pics/Danau_Setu_Patok.jpg,danau atau waduk setu patok terbilang tak pernah sepi pengunjung terutama saat musim liburan mengingat panoramanya yang sangat cantik di sini anda dapat menikmati jernihnya air danau yang terhampar luas berlatarbelakang pemandangan gunung ciremai yang asri,WA,0-20000,-6.785190,108.564960,https://youtu.be/3ohfJbYb9lA,"['danau', 'atau', 'waduk', 'setu', 'patok', 'terbilang', 'tak', 'pernah', 'sepi', 'pengunjung', 'terutama', 'saat', 'musim', 'liburan', 'mengingat', 'panoramanya', 'yang', 'sangat', 'cantik', 'di', 'sini', 'anda', 'dapat', 'menikmati', 'jernihnya', 'air', 'danau', 'yang', 'terhampar', 'luas', 'berlatarbelakang', 'pemandangan', 'gunung', 'ciremai', 'yang', 'asri']",<FreqDist with 33 samples and 36 outcomes>,"['danau', 'waduk', 'setu', 'patok', 'terbilang', 'sepi', 'pengunjung', 'musim', 'liburan', 'panoramanya', 'cantik', 'menikmati', 'jernihnya', 'air', 'danau', 'terhampar', 'luas', 'berlatarbelakang', 'pemandangan', 'gunung', 'ciremai', 'asri']","['danau', 'waduk', 'setu', 'patok', 'bilang', 'sepi', 'unjung', 'musim', 'libur', 'panorama', 'cantik', 'nikmat', 'jernih', 'air', 'danau', 'hampar', 'luas', 'berlatarbelakang', 'pandang', 'gunung', 'ciremai', 'asri']"
17,36,Talaga Cikalahang,destination_pics/Talaga_Cikalahang.jpg,di sini anda bisa menyalurkan hobi memancing dan selanjutnya meminta restoran di sekitar untuk mengolahnya,WA,0-20000,-6.786380,108.414350,https://youtu.be/LcaFx17ik94,"['di', 'sini', 'anda', 'bisa', 'menyalurkan', 'hobi', 'memancing', 'dan', 'selanjutnya', 'meminta', 'restoran', 'di', 'sekitar', 'untuk', 'mengolahnya']",<FreqDist with 14 samples and 15 outcomes>,"['menyalurkan', 'hobi', 'memancing', 'restoran', 'mengolahnya']","['salur', 'hobi', 'pancing', 'restoran', 'olah']"
18,37,Desa Wisata Bantaragung,destination_pics/Desa_Wisata_Bantaragung.jpg,desa bantaragung ini asalnya bernama desa babakan keboncau dikabarkan kalau desa ini sudah ada sejak tahun an saat pangeran timbang pinayungan berhasil mengatasi gangguan keamanan desa dan menjadi kuwu kepala desa pertama di sinilah awal dari lahirnya juarajuara dunia terutama di bidang pencak silat dengan cerita rakyat inilah desa bantaragung menjadi populer serta kekayaan alamnya pun banyak menjadi destinasi wisata,TW,0-20000,-6.811910,108.377900,https://youtu.be/X2bbd-HQcNI,"['desa', 'bantaragung', 'ini', 'asalnya', 'bernama', 'desa', 'babakan', 'keboncau', 'dikabarkan', 'kalau', 'desa', 'ini', 'sudah', 'ada', 'sejak', 'tahun', 'an', 'saat', 'pangeran', 'timbang', 'pinayungan', 'berhasil', 'mengatasi', 'gangguan', 'keamanan', 'desa', 'dan', 'menjadi', 'kuwu', 'kepala', 'desa', 'pertama', 'di', 'sinilah', 'awal', 'dari', 'lahirnya', 'juarajuara', 'dunia', 'terutama', 'di', 'bidang', 'pencak', 'silat', 'dengan', 'cerita', 'rakyat', 'inilah', 'desa', 'bantaragung', 'menjadi', 'populer', 'serta', 'kekayaan', 'alamnya', 'pun', 'banyak', 'menjadi', 'destinasi', 'wisata']",<FreqDist with 50 samples and 60 outcomes>,"['desa', 'bantaragung', 'asalnya', 'bernama', 'desa', 'babakan', 'keboncau', 'dikabarkan', 'desa', 'an', 'pangeran', 'timbang', 'pinayungan', 'berhasil', 'mengatasi', 'gangguan', 'keamanan', 'desa', 'kuwu', 'kepala', 'desa', 'lahirnya', 'juarajuara', 'dunia', 'bidang', 'pencak', 'silat', 'cerita', 'rakyat', 'desa', 'bantaragung', 'populer', 'kekayaan', 'alamnya', 'destinasi', 'wisata']","['desa', 'bantaragung', 'asal', 'nama', 'desa', 'babakan', 'keboncau', 'kabar', 'desa', 'an', 'pangeran', 'timbang', 'payung', 'hasil', 'atas', 'ganggu', 'aman', 'desa', 'kuwu', 'kepala', 'desa', 'lahir', 'juarajuara', 'dunia', 'bidang', 'pencak', 'silat', 'cerita', 'rakyat', 'desa', 'bantaragung', 'populer', 'kaya', 'alam', 'destinasi', 'wisata']"
19,38,Poolau Air Waterboom - Maskot Ulung Cimara,destination_pics/Poolau_Air_Waterboom_-_Maskot_Ulung_Cimara.jpg,poolau air waterboom maskot ulung cimara adalah objek wisata yang terletak di cimara pasawahan kabupaten kuningan jawa barat indonesia tampak sebuah taman air dengan maskot bernama ulung cimara,WA,0-20000,-6.784830,108.449750,https://youtu.be/M5R2dLlxDUo,"['poolau', 'air', 'waterboom', 'maskot', 'ulung', 'cimara', 'adalah', 'objek', 'wisata', 'yang', 'terletak', 'di', 'cimara', 'pasawahan', 'kabupaten', 'kuningan', 'jawa', 'barat', 'indonesia', 'tampak', 'sebuah', 'taman', 'air', 'dengan', 'maskot', 'bernama', 'ulung', 'cimara']",<FreqDist with 23 samples and 28 outcomes>,"['poolau', 'air', 'waterboom', 'maskot', 'ulung', 'cimara', 'objek', 'wisata', 'terletak', 'cimara', 'pasawahan', 'kabupaten', 'kuningan', 'jawa', 'barat', 'indonesia', 'taman', 'air', 'maskot', 'bernama', 'ulung', 'cimara']","['poolau', 'air', 'waterboom', 'maskot', 'ulung', 'cimara', 'objek', 'wisata', 'letak', 'cimara', 'pasawahan', 'kabupaten', 'kuningan', 'jawa', 'barat', 'indonesia', 'taman', 'air', 'maskot', 'nama', 'ulung', 'cimara']"
20,39,Curug Cigetruk,destination_pics/Curug_Cigetruk.jpg,curug cigetruk adalah air terjun yang terletak di selatan desa mandala kecamatan dukuhpuntang kabupaten cirebon jawa barat indonesia dikenal sebagai air terjun tertinggi di cirebon daerah ini merupakan objek wisata alam dan menjadi populer di kalangan wisatawan,WA,0-20000,-6.793470,108.426870,https://youtu.be/h8CV5DJi56s,"['curug', 'cigetruk', 'adalah', 'air', 'terjun', 'yang', 'terletak', 'di', 'selatan', 'desa', 'mandala', 'kecamatan', 'dukuhpuntang', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'dikenal', 'sebagai', 'air', 'terjun', 'tertinggi', 'di', 'cirebon', 'daerah', 'ini', 'merupakan', 'objek', 'wisata', 'alam', 'dan', 'menjadi', 'populer', 'di', 'kalangan', 'wisatawan']",<FreqDist with 32 samples and 37 outcomes>,"['curug', 'cigetruk', 'air', 'terjun', 'terletak', 'selatan', 'desa', 'mandala', 'kecamatan', 'dukuhpuntang', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'dikenal', 'air', 'terjun', 'tertinggi', 'cirebon', 'daerah', 'objek', 'wisata', 'alam', 'populer', 'kalangan', 'wisatawan']","['curug', 'cigetruk', 'air', 'terjun', 'letak', 'selatan', 'desa', 'mandala', 'camat', 'dukuhpuntang', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'kenal', 'air', 'terjun', 'tinggi', 'cirebon', 'daerah', 'objek', 'wisata', 'alam', 'populer', 'kalang', 'wisatawan']"
21,40,Wisata Side Land Kaduela,destination_pics/Wisata_Side_Land_Kaduela.jpg,wisata side land kaedula menawarkan wisata air berupa kolam renang dengan konsep yang unik detail pasti dari daya tarik tidak disediakan dalam hasil pencarian,WA,0-20000,-6.793690,108.426880,https://youtu.be/ndkx3opfjnE,"['wisata', 'side', 'land', 'kaedula', 'menawarkan', 'wisata', 'air', 'berupa', 'kolam', 'renang', 'dengan', 'konsep', 'yang', 'unik', 'detail', 'pasti', 'dari', 'daya', 'tarik', 'tidak', 'disediakan', 'dalam', 'hasil', 'pencarian']",<FreqDist with 23 samples and 24 outcomes>,"['wisata', 'side', 'land', 'kaedula', 'menawarkan', 'wisata', 'air', 'kolam', 'renang', 'konsep', 'unik', 'detail', 'daya', 'tarik', 'disediakan', 'hasil', 'pencarian']","['wisata', 'side', 'land', 'kaedula', 'tawar', 'wisata', 'air', 'kolam', 'renang', 'konsep', 'unik', 'detail', 'daya', 'tarik', 'sedia', 'hasil', 'cari']"
22,41,Curug Gongseng,destination_pics/Curug_Gongseng.jpg,area alami yang indah dengan jalan setapak yang rimbun berhutan menuju air terjun kecil dengan kolam alami,WA,0-20000,-6.840480,108.441810,https://youtu.be/AQql6ydxwCs,"['area', 'alami', 'yang', 'indah', 'dengan', 'jalan', 'setapak', 'yang', 'rimbun', 'berhutan', 'menuju', 'air', 'terjun', 'kecil', 'dengan', 'kolam', 'alami']",<FreqDist with 14 samples and 17 outcomes>,"['area', 'alami', 'indah', 'jalan', 'setapak', 'rimbun', 'berhutan', 'air', 'terjun', 'kolam', 'alami']","['area', 'alami', 'indah', 'jalan', 'setapak', 'rimbun', 'hutan', 'air', 'terjun', 'kolam', 'alami']"
23,42,Petilasan Mbah Kuwu Sangkan,destination_pics/Petilasan_Mbah_Kuwu_Sangkan.jpg,petilasan mbah kuwu sangkan adalah sebuah makam keramat yang terletak di desa talun kabupaten cirebon jawa barat indonesia mbah kuwu sangkan dikenal sebagai orang pertama yang membangun pondasi islam di daerah tersebut makam tersebut dianggap keramat atau tempat suci dan banyak dikunjungi orang untuk tujuan ziarah makam tersebut memiliki sejarah dan asal muasal yang masih dipelajari dan diteliti,WR,0-20000,-6.777840,108.498020,https://youtu.be/T0iEd5VH6m8,"['petilasan', 'mbah', 'kuwu', 'sangkan', 'adalah', 'sebuah', 'makam', 'keramat', 'yang', 'terletak', 'di', 'desa', 'talun', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'mbah', 'kuwu', 'sangkan', 'dikenal', 'sebagai', 'orang', 'pertama', 'yang', 'membangun', 'pondasi', 'islam', 'di', 'daerah', 'tersebut', 'makam', 'tersebut', 'dianggap', 'keramat', 'atau', 'tempat', 'suci', 'dan', 'banyak', 'dikunjungi', 'orang', 'untuk', 'tujuan', 'ziarah', 'makam', 'tersebut', 'memiliki', 'sejarah', 'dan', 'asal', 'muasal', 'yang', 'masih', 'dipelajari', 'dan', 'diteliti']",<FreqDist with 44 samples and 58 outcomes>,"['petilasan', 'mbah', 'kuwu', 'sangkan', 'makam', 'keramat', 'terletak', 'desa', 'talun', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'mbah', 'kuwu', 'sangkan', 'dikenal', 'orang', 'membangun', 'pondasi', 'islam', 'daerah', 'makam', 'dianggap', 'keramat', 'suci', 'dikunjungi', 'orang', 'tujuan', 'ziarah', 'makam', 'memiliki', 'sejarah', 'muasal', 'dipelajari', 'diteliti']","['tilas', 'mbah', 'kuwu', 'sangkan', 'makam', 'keramat', 'letak', 'desa', 'talun', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'mbah', 'kuwu', 'sangkan', 'kenal', 'orang', 'bangun', 'pondasi', 'islam', 'daerah', 'makam', 'anggap', 'keramat', 'suci', 'kunjung', 'orang', 'tuju', 'ziarah', 'makam', 'milik', 'sejarah', 'muasal', 'ajar', 'teliti']"
24,43,Curug Cipeuteuy,destination_pics/Curug_Cipeuteuy.jpg,ini adalah tujuan wisata populer yang terkenal dengan airnya yang berwarna biru dan pemandangan yang indah biaya masuknya terjangkau dan pengunjung dapat menikmati mengambil foto di area tersebut air terjun ini dikelilingi oleh hutan yang menambah keindahan alamnya,WA,0-20000,-6.823730,108.381990,https://youtu.be/Gu4ocqJzixE,"['ini', 'adalah', 'tujuan', 'wisata', 'populer', 'yang', 'terkenal', 'dengan', 'airnya', 'yang', 'berwarna', 'biru', 'dan', 'pemandangan', 'yang', 'indah', 'biaya', 'masuknya', 'terjangkau', 'dan', 'pengunjung', 'dapat', 'menikmati', 'mengambil', 'foto', 'di', 'area', 'tersebut', 'air', 'terjun', 'ini', 'dikelilingi', 'oleh', 'hutan', 'yang', 'menambah', 'keindahan', 'alamnya']",<FreqDist with 33 samples and 38 outcomes>,"['tujuan', 'wisata', 'populer', 'terkenal', 'airnya', 'berwarna', 'biru', 'pemandangan', 'indah', 'biaya', 'masuknya', 'terjangkau', 'pengunjung', 'menikmati', 'mengambil', 'foto', 'area', 'air', 'terjun', 'dikelilingi', 'hutan', 'menambah', 'keindahan', 'alamnya']","['tuju', 'wisata', 'populer', 'kenal', 'air', 'warna', 'biru', 'pandang', 'indah', 'biaya', 'masuk', 'jangkau', 'unjung', 'nikmat', 'ambil', 'foto', 'area', 'air', 'terjun', 'keliling', 'hutan', 'tambah', 'indah', 'alam']"
25,44,Hutan Pinus Batu Nyongclo,destination_pics/Hutan_Pinus_Batu_Nyongclo.jpg,ini adalah tujuan wisata populer yang terkenal dengan keindahan alam udara sejuk dan tempat berkemah pengunjung dapat menyewa rumah berbentuk segitiga untuk akomodasi yang dikelola oleh pengelola hutan hutan juga dilengkapi dengan prosedur operasi standar untuk era normal baru seperti penggunaan masker,TW,0-20000,-6.833210,108.381470,https://youtu.be/05TgjtE7Ifs,"['ini', 'adalah', 'tujuan', 'wisata', 'populer', 'yang', 'terkenal', 'dengan', 'keindahan', 'alam', 'udara', 'sejuk', 'dan', 'tempat', 'berkemah', 'pengunjung', 'dapat', 'menyewa', 'rumah', 'berbentuk', 'segitiga', 'untuk', 'akomodasi', 'yang', 'dikelola', 'oleh', 'pengelola', 'hutan', 'hutan', 'juga', 'dilengkapi', 'dengan', 'prosedur', 'operasi', 'standar', 'untuk', 'era', 'normal', 'baru', 'seperti', 'penggunaan', 'masker']",<FreqDist with 38 samples and 42 outcomes>,"['tujuan', 'wisata', 'populer', 'terkenal', 'keindahan', 'alam', 'udara', 'sejuk', 'berkemah', 'pengunjung', 'menyewa', 'rumah', 'berbentuk', 'segitiga', 'akomodasi', 'dikelola', 'pengelola', 'hutan', 'hutan', 'dilengkapi', 'prosedur', 'operasi', 'standar', 'era', 'normal', 'penggunaan', 'masker']","['tuju', 'wisata', 'populer', 'kenal', 'indah', 'alam', 'udara', 'sejuk', 'kemah', 'unjung', 'sewa', 'rumah', 'bentuk', 'segitiga', 'akomodasi', 'kelola', 'kelola', 'hutan', 'hutan', 'lengkap', 'prosedur', 'operasi', 'standar', 'era', 'normal', 'guna', 'masker']"
26,45,Cikadongdong River Tubing,destination_pics/Cikadongdong_River_Tubing.jpg,cikadongdong river tubing menawarkan pengalaman arung jeram yang menyenangkan dan mengasyikkan dengan air jernih bahkan saat musim hujan,WA,20000-50000,-6.825550,108.358910,https://youtu.be/a0zLQrS3xlA,"['cikadongdong', 'river', 'tubing', 'menawarkan', 'pengalaman', 'arung', 'jeram', 'yang', 'menyenangkan', 'dan', 'mengasyikkan', 'dengan', 'air', 'jernih', 'bahkan', 'saat', 'musim', 'hujan']",<FreqDist with 18 samples and 18 outcomes>,"['cikadongdong', 'river', 'tubing', 'menawarkan', 'pengalaman', 'arung', 'jeram', 'menyenangkan', 'mengasyikkan', 'air', 'jernih', 'musim', 'hujan']","['cikadongdong', 'river', 'tubing', 'tawar', 'alam', 'arung', 'jeram', 'senang', 'asyik', 'air', 'jernih', 'musim', 'hujan']"
27,46,Obyek Wisata Alam Prabu Siliwangi,destination_pics/Obyek_Wisata_Alam_Prabu_Siliwangi.jpg,objek wisata alam prabu siliwangi merupakan sebuah petilasan atau tempat keramat yang dipercaya sebagai tempat peristirahatan prabu siliwangi raja legendaris kerajaan sunda,WR,0-20000,-6.826930,108.341970,https://youtu.be/bUQvcrdQ3Ys,"['objek', 'wisata', 'alam', 'prabu', 'siliwangi', 'merupakan', 'sebuah', 'petilasan', 'atau', 'tempat', 'keramat', 'yang', 'dipercaya', 'sebagai', 'tempat', 'peristirahatan', 'prabu', 'siliwangi', 'raja', 'legendaris', 'kerajaan', 'sunda']",<FreqDist with 19 samples and 22 outcomes>,"['objek', 'wisata', 'alam', 'prabu', 'siliwangi', 'petilasan', 'keramat', 'dipercaya', 'peristirahatan', 'prabu', 'siliwangi', 'raja', 'legendaris', 'kerajaan', 'sunda']","['objek', 'wisata', 'alam', 'prabu', 'siliwangi', 'tilas', 'keramat', 'percaya', 'istirahat', 'prabu', 'siliwangi', 'raja', 'legendaris', 'raja', 'sunda']"
28,47,Wisata Situ Cipanten,destination_pics/Wisata_Situ_Cipanten.jpg,ini adalah tujuan wisata populer yang terkenal dengan suasananya yang tenang dan aktivitas ramah keluarga,WA,0-20000,-6.823120,108.326320,https://youtu.be/eBqE3TiA8ZQ,"['ini', 'adalah', 'tujuan', 'wisata', 'populer', 'yang', 'terkenal', 'dengan', 'suasananya', 'yang', 'tenang', 'dan', 'aktivitas', 'ramah', 'keluarga']",<FreqDist with 14 samples and 15 outcomes>,"['tujuan', 'wisata', 'populer', 'terkenal', 'suasananya', 'tenang', 'aktivitas', 'ramah', 'keluarga']","['tuju', 'wisata', 'populer', 'kenal', 'suasana', 'tenang', 'aktivitas', 'ramah', 'keluarga']"
