,id,place_name,description,category,coordinate,price,rating,range_price,place_tokens,place_tokens_fdist,place_tokens_WSW,place_tokens_stemmed
10,203.0,Telaga Biru Cicerem,telaga biru cicerem memiliki keindahan dengan airnya yang bening dan dikelilingi pepohonan hijau daya tarik telaga biru cicerem terletak pada warna air telaga yang memiliki gradasi warna antara biru dan hijau tosca,Taman Wisata,-6797603833617840,"Rp15,000",4.5,0-20000,"['telaga', 'biru', 'cicerem', 'memiliki', 'keindahan', 'dengan', 'airnya', 'yang', 'bening', 'dan', 'dikelilingi', 'pepohonan', 'hijau', 'daya', 'tarik', 'telaga', 'biru', 'cicerem', 'terletak', 'pada', 'warna', 'air', 'telaga', 'yang', 'memiliki', 'gradasi', 'warna', 'antara', 'biru', 'dan', 'hijau', 'tosca']",<FreqDist with 22 samples and 32 outcomes>,"['telaga', 'biru', 'cicerem', 'memiliki', 'keindahan', 'airnya', 'bening', 'dikelilingi', 'pepohonan', 'hijau', 'daya', 'tarik', 'telaga', 'biru', 'cicerem', 'terletak', 'warna', 'air', 'telaga', 'memiliki', 'gradasi', 'warna', 'biru', 'hijau', 'tosca']","['telaga', 'biru', 'cicerem', 'milik', 'indah', 'air', 'bening', 'keliling', 'pohon', 'hijau', 'daya', 'tarik', 'telaga', 'biru', 'cicerem', 'letak', 'warna', 'air', 'telaga', 'milik', 'gradasi', 'warna', 'biru', 'hijau', 'tosca']"
11,204.0,Ade Irma Suryani Waterland,taman rekreasi air tepi pantai dengan beberapa taman bermain kolam renang serta restoran bertema kapal,Taman Wisata,-6716922409462600,"Rp40,000",4.1,20000-50000,"['taman', 'rekreasi', 'air', 'tepi', 'pantai', 'dengan', 'beberapa', 'taman', 'bermain', 'kolam', 'renang', 'serta', 'restoran', 'bertema', 'kapal']",<FreqDist with 14 samples and 15 outcomes>,"['taman', 'rekreasi', 'air', 'tepi', 'pantai', 'taman', 'bermain', 'kolam', 'renang', 'restoran', 'bertema', 'kapal']","['taman', 'rekreasi', 'air', 'tepi', 'pantai', 'taman', 'main', 'kolam', 'renang', 'restoran', 'tema', 'kapal']"
12,205.0,Banyu Panas Palimanan,banyu panas palimanan merupakan kolam renang palimanan yang memiliki ciri khas sebagai kolam terapi air panas alami yang selalu ramai dikunjungi terutama di akhir pekan buah dari ketidaksengajaan pt indocement di tahun yang melakukan pengeboran air bersih namun yang muncul malah semburan air panas yang kebirubiruan,Taman Wisata,-671153412759178,"Rp15,000",4.1,0-20000,"['banyu', 'panas', 'palimanan', 'merupakan', 'kolam', 'renang', 'palimanan', 'yang', 'memiliki', 'ciri', 'khas', 'sebagai', 'kolam', 'terapi', 'air', 'panas', 'alami', 'yang', 'selalu', 'ramai', 'dikunjungi', 'terutama', 'di', 'akhir', 'pekan', 'buah', 'dari', 'ketidaksengajaan', 'pt', 'indocement', 'di', 'tahun', 'yang', 'melakukan', 'pengeboran', 'air', 'bersih', 'namun', 'yang', 'muncul', 'malah', 'semburan', 'air', 'panas', 'yang', 'kebirubiruan']",<FreqDist with 35 samples and 46 outcomes>,"['banyu', 'panas', 'palimanan', 'kolam', 'renang', 'palimanan', 'memiliki', 'ciri', 'khas', 'kolam', 'terapi', 'air', 'panas', 'alami', 'ramai', 'dikunjungi', 'pekan', 'buah', 'ketidaksengajaan', 'pt', 'indocement', 'pengeboran', 'air', 'bersih', 'muncul', 'semburan', 'air', 'panas', 'kebirubiruan']","['banyu', 'panas', 'palimanan', 'kolam', 'renang', 'palimanan', 'milik', 'ciri', 'khas', 'kolam', 'terapi', 'air', 'panas', 'alami', 'ramai', 'kunjung', 'pekan', 'buah', 'ketidaksengajaan', 'pt', 'indocement', 'bor', 'air', 'bersih', 'muncul', 'sembur', 'air', 'panas', 'kebirubiruan']"
13,206.0,Kampung Sabin Cirebon,atraksi wisata menikmati kuliner lezat di pinggir sawah sambil menikmati pemandangan gunung ciremai sekaligus hamparan padi yang menghijau sementara di malam hari anda bisa menikmati makan malam romantis bersama orang terdekat serta tak lupa berswafoto denganbackgroundyang instagramable,Taman Wisata,-6767063687511410,"Rp30,000",4.3,0-20000,"['atraksi', 'wisata', 'menikmati', 'kuliner', 'lezat', 'di', 'pinggir', 'sawah', 'sambil', 'menikmati', 'pemandangan', 'gunung', 'ciremai', 'sekaligus', 'hamparan', 'padi', 'yang', 'menghijau', 'sementara', 'di', 'malam', 'hari', 'anda', 'bisa', 'menikmati', 'makan', 'malam', 'romantis', 'bersama', 'orang', 'terdekat', 'serta', 'tak', 'lupa', 'berswafoto', 'denganbackgroundyang', 'instagramable']",<FreqDist with 33 samples and 37 outcomes>,"['atraksi', 'wisata', 'menikmati', 'kuliner', 'lezat', 'pinggir', 'sawah', 'menikmati', 'pemandangan', 'gunung', 'ciremai', 'hamparan', 'padi', 'menghijau', 'malam', 'menikmati', 'makan', 'malam', 'romantis', 'orang', 'terdekat', 'lupa', 'berswafoto', 'denganbackgroundyang', 'instagramable']","['atraksi', 'wisata', 'nikmat', 'kuliner', 'lezat', 'pinggir', 'sawah', 'nikmat', 'pandang', 'gunung', 'ciremai', 'hampar', 'padi', 'hijau', 'malam', 'nikmat', 'makan', 'malam', 'romantis', 'orang', 'dekat', 'lupa', 'berswafoto', 'denganbackgroundyang', 'instagramable']"
14,207.0,Kampung Batik Trusmi,kurang lengkap rasanya jika anda melewatkan wisata belanja saat traveling jadi jangan lupa untuk singgah ke kampung batik trusmi dan memborong batik mega mendung yang menjadi ciri khasnya sentra produksi batik ini sudah ada sejak abad ke dan semakin dikembangkan untuk memajukan sektor pariwisata selain berbelanja di pusat grosir kampung trusmi anda juga bisa melihat dari dekat proses pembuatan batik oleh pengrajin bahkan belajar membatik untuk mengikuti kelas membatik anda bisa mendaftar pada sanggar katura dan memilih paket kursus yang anda kehendaki ternyata di kampung trusmi ini anda juga berkesempatan untuk berwisata kuliner menikmati aneka hidangan tradisional cirebon ini antara lain empal gentong nasi jamblang docan tahu kuningan empal asem dan sego lengko,Tempat Belanja,-6701071506691350,"Rp80,000",4.5,50000-100000,"['kurang', 'lengkap', 'rasanya', 'jika', 'anda', 'melewatkan', 'wisata', 'belanja', 'saat', 'traveling', 'jadi', 'jangan', 'lupa', 'untuk', 'singgah', 'ke', 'kampung', 'batik', 'trusmi', 'dan', 'memborong', 'batik', 'mega', 'mendung', 'yang', 'menjadi', 'ciri', 'khasnya', 'sentra', 'produksi', 'batik', 'ini', 'sudah', 'ada', 'sejak', 'abad', 'ke', 'dan', 'semakin', 'dikembangkan', 'untuk', 'memajukan', 'sektor', 'pariwisata', 'selain', 'berbelanja', 'di', 'pusat', 'grosir', 'kampung', 'trusmi', 'anda', 'juga', 'bisa', 'melihat', 'dari', 'dekat', 'proses', 'pembuatan', 'batik', 'oleh', 'pengrajin', 'bahkan', 'belajar', 'membatik', 'untuk', 'mengikuti', 'kelas', 'membatik', 'anda', 'bisa', 'mendaftar', 'pada', 'sanggar', 'katura', 'dan', 'memilih', 'paket', 'kursus', 'yang', 'anda', 'kehendaki', 'ternyata', 'di', 'kampung', 'trusmi', 'ini', 'anda', 'juga', 'berkesempatan', 'untuk', 'berwisata', 'kuliner', 'menikmati', 'aneka', 'hidangan', 'tradisional', 'cirebon', 'ini', 'antara', 'lain', 'empal', 'gentong', 'nasi', 'jamblang', 'docan', 'tahu', 'kuningan', 'empal', 'asem', 'dan', 'sego', 'lengko']",<FreqDist with 87 samples and 113 outcomes>,"['lengkap', 'melewatkan', 'wisata', 'belanja', 'traveling', 'lupa', 'singgah', 'kampung', 'batik', 'trusmi', 'memborong', 'batik', 'mega', 'mendung', 'ciri', 'khasnya', 'sentra', 'produksi', 'batik', 'abad', 'dikembangkan', 'memajukan', 'sektor', 'pariwisata', 'berbelanja', 'pusat', 'grosir', 'kampung', 'trusmi', 'proses', 'pembuatan', 'batik', 'pengrajin', 'belajar', 'membatik', 'mengikuti', 'kelas', 'membatik', 'mendaftar', 'sanggar', 'katura', 'memilih', 'paket', 'kursus', 'kehendaki', 'kampung', 'trusmi', 'berkesempatan', 'berwisata', 'kuliner', 'menikmati', 'aneka', 'hidangan', 'tradisional', 'cirebon', 'empal', 'gentong', 'nasi', 'jamblang', 'docan', 'kuningan', 'empal', 'asem', 'sego', 'lengko']","['lengkap', 'lewat', 'wisata', 'belanja', 'traveling', 'lupa', 'singgah', 'kampung', 'batik', 'trusmi', 'borong', 'batik', 'mega', 'mendung', 'ciri', 'khas', 'sentra', 'produksi', 'batik', 'abad', 'kembang', 'maju', 'sektor', 'pariwisata', 'belanja', 'pusat', 'grosir', 'kampung', 'trusmi', 'proses', 'buat', 'batik', 'rajin', 'ajar', 'batik', 'ikut', 'kelas', 'batik', 'daftar', 'sanggar', 'katura', 'pilih', 'paket', 'kursus', 'hendak', 'kampung', 'trusmi', 'sempat', 'wisata', 'kuliner', 'nikmat', 'aneka', 'hidang', 'tradisional', 'cirebon', 'empal', 'gentong', 'nasi', 'jamblang', 'docan', 'kuningan', 'empal', 'asem', 'sego', 'lengko']"
15,208.0,Pasar Sandang Tegal Gubug,pasar yang diklaim sebagai pasar terbesar seasia tenggara itu tak pernah sepi setiap kali beroperasi pasar tegal gubug hanya dibuka empat hari seminggu yaitu pada senin selasa jumat dan sabtu pembeli yang datang tak jarang berbelanja dalam jumlah besar,Tempat Belanja,-6635471282342740,"Rp40,000",4.3,20000-50000,"['pasar', 'yang', 'diklaim', 'sebagai', 'pasar', 'terbesar', 'seasia', 'tenggara', 'itu', 'tak', 'pernah', 'sepi', 'setiap', 'kali', 'beroperasi', 'pasar', 'tegal', 'gubug', 'hanya', 'dibuka', 'empat', 'hari', 'seminggu', 'yaitu', 'pada', 'senin', 'selasa', 'jumat', 'dan', 'sabtu', 'pembeli', 'yang', 'datang', 'tak', 'jarang', 'berbelanja', 'dalam', 'jumlah', 'besar']",<FreqDist with 35 samples and 39 outcomes>,"['pasar', 'diklaim', 'pasar', 'terbesar', 'seasia', 'tenggara', 'sepi', 'kali', 'beroperasi', 'pasar', 'tegal', 'gubug', 'dibuka', 'seminggu', 'senin', 'selasa', 'jumat', 'sabtu', 'pembeli', 'jarang', 'berbelanja']","['pasar', 'klaim', 'pasar', 'besar', 'seasia', 'tenggara', 'sepi', 'kali', 'operasi', 'pasar', 'tegal', 'gubug', 'buka', 'minggu', 'senin', 'selasa', 'jumat', 'sabtu', 'beli', 'jarang', 'belanja']"
16,209.0,Danau Setu Patok,danau atau waduk setu patok terbilang tak pernah sepi pengunjung terutama saat musim liburan mengingat panoramanya yang sangat cantik di sini anda dapat menikmati jernihnya air danau yang terhampar luas berlatarbelakang pemandangan gunung ciremai yang asri,Taman Wisata,-67853012417984496,"Rp20,000",4.5,0-20000,"['danau', 'atau', 'waduk', 'setu', 'patok', 'terbilang', 'tak', 'pernah', 'sepi', 'pengunjung', 'terutama', 'saat', 'musim', 'liburan', 'mengingat', 'panoramanya', 'yang', 'sangat', 'cantik', 'di', 'sini', 'anda', 'dapat', 'menikmati', 'jernihnya', 'air', 'danau', 'yang', 'terhampar', 'luas', 'berlatarbelakang', 'pemandangan', 'gunung', 'ciremai', 'yang', 'asri']",<FreqDist with 33 samples and 36 outcomes>,"['danau', 'waduk', 'setu', 'patok', 'terbilang', 'sepi', 'pengunjung', 'musim', 'liburan', 'panoramanya', 'cantik', 'menikmati', 'jernihnya', 'air', 'danau', 'terhampar', 'luas', 'berlatarbelakang', 'pemandangan', 'gunung', 'ciremai', 'asri']","['danau', 'waduk', 'setu', 'patok', 'bilang', 'sepi', 'unjung', 'musim', 'libur', 'panorama', 'cantik', 'nikmat', 'jernih', 'air', 'danau', 'hampar', 'luas', 'berlatarbelakang', 'pandang', 'gunung', 'ciremai', 'asri']"
17,210.0,Talaga Cikalahang,di sini anda bisa menyalurkan hobi memancing dan selanjutnya meminta restoran di sekitar untuk mengolahnya,Taman Wisata,-6785788335743940,Rp0,4.2,0-20000,"['di', 'sini', 'anda', 'bisa', 'menyalurkan', 'hobi', 'memancing', 'dan', 'selanjutnya', 'meminta', 'restoran', 'di', 'sekitar', 'untuk', 'mengolahnya']",<FreqDist with 14 samples and 15 outcomes>,"['menyalurkan', 'hobi', 'memancing', 'restoran', 'mengolahnya']","['salur', 'hobi', 'pancing', 'restoran', 'olah']"
18,211.0,Desa Wisata Bantaragung,desa bantaragung ini asalnya bernama desa babakan keboncau dikabarkan kalau desa ini sudah ada sejak tahun an saat pangeran timbang pinayungan berhasil mengatasi gangguan keamanan desa dan menjadi kuwu kepala desa pertama di sinilah awal dari lahirnya juarajuara dunia terutama di bidang pencak silat dengan cerita rakyat inilah desa bantaragung menjadi populer serta kekayaan alamnya pun banyak menjadi destinasi wisata,Taman Wisata,"-6.812026504834667, 108.37924750353784","Rp15,000",4.8,0-20000,"['desa', 'bantaragung', 'ini', 'asalnya', 'bernama', 'desa', 'babakan', 'keboncau', 'dikabarkan', 'kalau', 'desa', 'ini', 'sudah', 'ada', 'sejak', 'tahun', 'an', 'saat', 'pangeran', 'timbang', 'pinayungan', 'berhasil', 'mengatasi', 'gangguan', 'keamanan', 'desa', 'dan', 'menjadi', 'kuwu', 'kepala', 'desa', 'pertama', 'di', 'sinilah', 'awal', 'dari', 'lahirnya', 'juarajuara', 'dunia', 'terutama', 'di', 'bidang', 'pencak', 'silat', 'dengan', 'cerita', 'rakyat', 'inilah', 'desa', 'bantaragung', 'menjadi', 'populer', 'serta', 'kekayaan', 'alamnya', 'pun', 'banyak', 'menjadi', 'destinasi', 'wisata']",<FreqDist with 50 samples and 60 outcomes>,"['desa', 'bantaragung', 'asalnya', 'bernama', 'desa', 'babakan', 'keboncau', 'dikabarkan', 'desa', 'an', 'pangeran', 'timbang', 'pinayungan', 'berhasil', 'mengatasi', 'gangguan', 'keamanan', 'desa', 'kuwu', 'kepala', 'desa', 'lahirnya', 'juarajuara', 'dunia', 'bidang', 'pencak', 'silat', 'cerita', 'rakyat', 'desa', 'bantaragung', 'populer', 'kekayaan', 'alamnya', 'destinasi', 'wisata']","['desa', 'bantaragung', 'asal', 'nama', 'desa', 'babakan', 'keboncau', 'kabar', 'desa', 'an', 'pangeran', 'timbang', 'payung', 'hasil', 'atas', 'ganggu', 'aman', 'desa', 'kuwu', 'kepala', 'desa', 'lahir', 'juarajuara', 'dunia', 'bidang', 'pencak', 'silat', 'cerita', 'rakyat', 'desa', 'bantaragung', 'populer', 'kaya', 'alam', 'destinasi', 'wisata']"
19,212.0,Poolau Air Waterboom - Maskot Ulung Cimara,poolau air waterboom maskot ulung cimara adalah objek wisata yang terletak di cimara pasawahan kabupaten kuningan jawa barat indonesia tampak sebuah taman air dengan maskot bernama ulung cimara,Wisata Air,"-6.784986653480919, 108.44738831614048","Rp20,000",4.1,0-20000,"['poolau', 'air', 'waterboom', 'maskot', 'ulung', 'cimara', 'adalah', 'objek', 'wisata', 'yang', 'terletak', 'di', 'cimara', 'pasawahan', 'kabupaten', 'kuningan', 'jawa', 'barat', 'indonesia', 'tampak', 'sebuah', 'taman', 'air', 'dengan', 'maskot', 'bernama', 'ulung', 'cimara']",<FreqDist with 23 samples and 28 outcomes>,"['poolau', 'air', 'waterboom', 'maskot', 'ulung', 'cimara', 'objek', 'wisata', 'terletak', 'cimara', 'pasawahan', 'kabupaten', 'kuningan', 'jawa', 'barat', 'indonesia', 'taman', 'air', 'maskot', 'bernama', 'ulung', 'cimara']","['poolau', 'air', 'waterboom', 'maskot', 'ulung', 'cimara', 'objek', 'wisata', 'letak', 'cimara', 'pasawahan', 'kabupaten', 'kuningan', 'jawa', 'barat', 'indonesia', 'taman', 'air', 'maskot', 'nama', 'ulung', 'cimara']"
20,213.0,Curug Cigetruk,curug cigetruk adalah air terjun yang terletak di selatan desa mandala kecamatan dukuhpuntang kabupaten cirebon jawa barat indonesia dikenal sebagai air terjun tertinggi di cirebon daerah ini merupakan objek wisata alam dan menjadi populer di kalangan wisatawan,Wisata Air,"-6.783146916657839, 108.4336943813684","Rp5,000",4.2,0-20000,"['curug', 'cigetruk', 'adalah', 'air', 'terjun', 'yang', 'terletak', 'di', 'selatan', 'desa', 'mandala', 'kecamatan', 'dukuhpuntang', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'dikenal', 'sebagai', 'air', 'terjun', 'tertinggi', 'di', 'cirebon', 'daerah', 'ini', 'merupakan', 'objek', 'wisata', 'alam', 'dan', 'menjadi', 'populer', 'di', 'kalangan', 'wisatawan']",<FreqDist with 32 samples and 37 outcomes>,"['curug', 'cigetruk', 'air', 'terjun', 'terletak', 'selatan', 'desa', 'mandala', 'kecamatan', 'dukuhpuntang', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'dikenal', 'air', 'terjun', 'tertinggi', 'cirebon', 'daerah', 'objek', 'wisata', 'alam', 'populer', 'kalangan', 'wisatawan']","['curug', 'cigetruk', 'air', 'terjun', 'letak', 'selatan', 'desa', 'mandala', 'camat', 'dukuhpuntang', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'kenal', 'air', 'terjun', 'tinggi', 'cirebon', 'daerah', 'objek', 'wisata', 'alam', 'populer', 'kalang', 'wisatawan']"
21,214.0,Wisata Side Land Kaduela,wisata side land kaedula menawarkan wisata air berupa kolam renang dengan konsep yang unik detail pasti dari daya tarik tidak disediakan dalam hasil pencarian,Wisata Air,"-6.792791332881385, 108.42843268301297","Rp15,000",4.6,0-20000,"['wisata', 'side', 'land', 'kaedula', 'menawarkan', 'wisata', 'air', 'berupa', 'kolam', 'renang', 'dengan', 'konsep', 'yang', 'unik', 'detail', 'pasti', 'dari', 'daya', 'tarik', 'tidak', 'disediakan', 'dalam', 'hasil', 'pencarian']",<FreqDist with 23 samples and 24 outcomes>,"['wisata', 'side', 'land', 'kaedula', 'menawarkan', 'wisata', 'air', 'kolam', 'renang', 'konsep', 'unik', 'detail', 'daya', 'tarik', 'disediakan', 'hasil', 'pencarian']","['wisata', 'side', 'land', 'kaedula', 'tawar', 'wisata', 'air', 'kolam', 'renang', 'konsep', 'unik', 'detail', 'daya', 'tarik', 'sedia', 'hasil', 'cari']"
22,215.0,Curug Gongseng,area alami yang indah dengan jalan setapak yang rimbun berhutan menuju air terjun kecil dengan kolam alami,Wisata Air,"-6.839794492596529, 108.44176750000001","Rp15,000",4.2,0-20000,"['area', 'alami', 'yang', 'indah', 'dengan', 'jalan', 'setapak', 'yang', 'rimbun', 'berhutan', 'menuju', 'air', 'terjun', 'kecil', 'dengan', 'kolam', 'alami']",<FreqDist with 14 samples and 17 outcomes>,"['area', 'alami', 'indah', 'jalan', 'setapak', 'rimbun', 'berhutan', 'air', 'terjun', 'kolam', 'alami']","['area', 'alami', 'indah', 'jalan', 'setapak', 'rimbun', 'hutan', 'air', 'terjun', 'kolam', 'alami']"
23,216.0,Petilasan Mbah Kuwu Sangkan,petilasan mbah kuwu sangkan adalah sebuah makam keramat yang terletak di desa talun kabupaten cirebon jawa barat indonesia mbah kuwu sangkan dikenal sebagai orang pertama yang membangun pondasi islam di daerah tersebut makam tersebut dianggap keramat atau tempat suci dan banyak dikunjungi orang untuk tujuan ziarah makam tersebut memiliki sejarah dan asal muasal yang masih dipelajari dan diteliti,Wisata Religi,"-6.777460437870187, 108.4981305","Rp5,000",4.6,0-20000,"['petilasan', 'mbah', 'kuwu', 'sangkan', 'adalah', 'sebuah', 'makam', 'keramat', 'yang', 'terletak', 'di', 'desa', 'talun', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'mbah', 'kuwu', 'sangkan', 'dikenal', 'sebagai', 'orang', 'pertama', 'yang', 'membangun', 'pondasi', 'islam', 'di', 'daerah', 'tersebut', 'makam', 'tersebut', 'dianggap', 'keramat', 'atau', 'tempat', 'suci', 'dan', 'banyak', 'dikunjungi', 'orang', 'untuk', 'tujuan', 'ziarah', 'makam', 'tersebut', 'memiliki', 'sejarah', 'dan', 'asal', 'muasal', 'yang', 'masih', 'dipelajari', 'dan', 'diteliti']",<FreqDist with 44 samples and 58 outcomes>,"['petilasan', 'mbah', 'kuwu', 'sangkan', 'makam', 'keramat', 'terletak', 'desa', 'talun', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'mbah', 'kuwu', 'sangkan', 'dikenal', 'orang', 'membangun', 'pondasi', 'islam', 'daerah', 'makam', 'dianggap', 'keramat', 'suci', 'dikunjungi', 'orang', 'tujuan', 'ziarah', 'makam', 'memiliki', 'sejarah', 'muasal', 'dipelajari', 'diteliti']","['tilas', 'mbah', 'kuwu', 'sangkan', 'makam', 'keramat', 'letak', 'desa', 'talun', 'kabupaten', 'cirebon', 'jawa', 'barat', 'indonesia', 'mbah', 'kuwu', 'sangkan', 'kenal', 'orang', 'bangun', 'pondasi', 'islam', 'daerah', 'makam', 'anggap', 'keramat', 'suci', 'kunjung', 'orang', 'tuju', 'ziarah', 'makam', 'milik', 'sejarah', 'muasal', 'ajar', 'teliti']"
24,217.0,Curug Cipeuteuy,ini adalah tujuan wisata populer yang terkenal dengan airnya yang berwarna biru dan pemandangan yang indah biaya masuknya terjangkau dan pengunjung dapat menikmati mengambil foto di area tersebut air terjun ini dikelilingi oleh hutan yang menambah keindahan alamnya,Wisata Air,"-6.822979549801464, 108.38217016136979","Rp15,000",4.4,0-20000,"['ini', 'adalah', 'tujuan', 'wisata', 'populer', 'yang', 'terkenal', 'dengan', 'airnya', 'yang', 'berwarna', 'biru', 'dan', 'pemandangan', 'yang', 'indah', 'biaya', 'masuknya', 'terjangkau', 'dan', 'pengunjung', 'dapat', 'menikmati', 'mengambil', 'foto', 'di', 'area', 'tersebut', 'air', 'terjun', 'ini', 'dikelilingi', 'oleh', 'hutan', 'yang', 'menambah', 'keindahan', 'alamnya']",<FreqDist with 33 samples and 38 outcomes>,"['tujuan', 'wisata', 'populer', 'terkenal', 'airnya', 'berwarna', 'biru', 'pemandangan', 'indah', 'biaya', 'masuknya', 'terjangkau', 'pengunjung', 'menikmati', 'mengambil', 'foto', 'area', 'air', 'terjun', 'dikelilingi', 'hutan', 'menambah', 'keindahan', 'alamnya']","['tuju', 'wisata', 'populer', 'kenal', 'air', 'warna', 'biru', 'pandang', 'indah', 'biaya', 'masuk', 'jangkau', 'unjung', 'nikmat', 'ambil', 'foto', 'area', 'air', 'terjun', 'keliling', 'hutan', 'tambah', 'indah', 'alam']"
25,218.0,Hutan Pinus Batu Nyongclo,ini adalah tujuan wisata populer yang terkenal dengan keindahan alam udara sejuk dan tempat berkemah pengunjung dapat menyewa rumah berbentuk segitiga untuk akomodasi yang dikelola oleh pengelola hutan hutan juga dilengkapi dengan prosedur operasi standar untuk era normal baru seperti penggunaan masker,Taman Wisata,"-6.832442547372043, 108.38313739835544","Rp15,000",4.3,0-20000,"['ini', 'adalah', 'tujuan', 'wisata', 'populer', 'yang', 'terkenal', 'dengan', 'keindahan', 'alam', 'udara', 'sejuk', 'dan', 'tempat', 'berkemah', 'pengunjung', 'dapat', 'menyewa', 'rumah', 'berbentuk', 'segitiga', 'untuk', 'akomodasi', 'yang', 'dikelola', 'oleh', 'pengelola', 'hutan', 'hutan', 'juga', 'dilengkapi', 'dengan', 'prosedur', 'operasi', 'standar', 'untuk', 'era', 'normal', 'baru', 'seperti', 'penggunaan', 'masker']",<FreqDist with 38 samples and 42 outcomes>,"['tujuan', 'wisata', 'populer', 'terkenal', 'keindahan', 'alam', 'udara', 'sejuk', 'berkemah', 'pengunjung', 'menyewa', 'rumah', 'berbentuk', 'segitiga', 'akomodasi', 'dikelola', 'pengelola', 'hutan', 'hutan', 'dilengkapi', 'prosedur', 'operasi', 'standar', 'era', 'normal', 'penggunaan', 'masker']","['tuju', 'wisata', 'populer', 'kenal', 'indah', 'alam', 'udara', 'sejuk', 'kemah', 'unjung', 'sewa', 'rumah', 'bentuk', 'segitiga', 'akomodasi', 'kelola', 'kelola', 'hutan', 'hutan', 'lengkap', 'prosedur', 'operasi', 'standar', 'era', 'normal', 'guna', 'masker']"
26,219.0,Cikadongdong River Tubing,cikadongdong river tubing menawarkan pengalaman arung jeram yang menyenangkan dan mengasyikkan dengan air jernih bahkan saat musim hujan,Wisata Air,"-6.824819464573196, 108.35886778465756","Rp30,000",4.5,20000-50000,"['cikadongdong', 'river', 'tubing', 'menawarkan', 'pengalaman', 'arung', 'jeram', 'yang', 'menyenangkan', 'dan', 'mengasyikkan', 'dengan', 'air', 'jernih', 'bahkan', 'saat', 'musim', 'hujan']",<FreqDist with 18 samples and 18 outcomes>,"['cikadongdong', 'river', 'tubing', 'menawarkan', 'pengalaman', 'arung', 'jeram', 'menyenangkan', 'mengasyikkan', 'air', 'jernih', 'musim', 'hujan']","['cikadongdong', 'river', 'tubing', 'tawar', 'alam', 'arung', 'jeram', 'senang', 'asyik', 'air', 'jernih', 'musim', 'hujan']"
27,220.0,Obyek Wisata Alam Prabu Siliwangi,objek wisata alam prabu siliwangi merupakan sebuah petilasan atau tempat keramat yang dipercaya sebagai tempat peristirahatan prabu siliwangi raja legendaris kerajaan sunda,Wisata Religi,"-6.8259014781201985, 108.34207886136979",Rp0,4.5,0-20000,"['objek', 'wisata', 'alam', 'prabu', 'siliwangi', 'merupakan', 'sebuah', 'petilasan', 'atau', 'tempat', 'keramat', 'yang', 'dipercaya', 'sebagai', 'tempat', 'peristirahatan', 'prabu', 'siliwangi', 'raja', 'legendaris', 'kerajaan', 'sunda']",<FreqDist with 19 samples and 22 outcomes>,"['objek', 'wisata', 'alam', 'prabu', 'siliwangi', 'petilasan', 'keramat', 'dipercaya', 'peristirahatan', 'prabu', 'siliwangi', 'raja', 'legendaris', 'kerajaan', 'sunda']","['objek', 'wisata', 'alam', 'prabu', 'siliwangi', 'tilas', 'keramat', 'percaya', 'istirahat', 'prabu', 'siliwangi', 'raja', 'legendaris', 'raja', 'sunda']"
28,221.0,Wisata Situ Cipanten,ini adalah tujuan wisata populer yang terkenal dengan suasananya yang tenang dan aktivitas ramah keluarga,Wisata Air,"-6.8227082060931155, 108.32730015287628","Rp10,000",4.5,0-20000,"['ini', 'adalah', 'tujuan', 'wisata', 'populer', 'yang', 'terkenal', 'dengan', 'suasananya', 'yang', 'tenang', 'dan', 'aktivitas', 'ramah', 'keluarga']",<FreqDist with 14 samples and 15 outcomes>,"['tujuan', 'wisata', 'populer', 'terkenal', 'suasananya', 'tenang', 'aktivitas', 'ramah', 'keluarga']","['tuju', 'wisata', 'populer', 'kenal', 'suasana', 'tenang', 'aktivitas', 'ramah', 'keluarga']"
29,222.0,Kolam Renang Tirta Indah,kolam renang di jawa barat,Wisata Air,"-6.776030297806556, 108.3861385915065","Rp25,000",4.2,20000-50000,"['kolam', 'renang', 'di', 'jawa', 'barat']",<FreqDist with 5 samples and 5 outcomes>,"['kolam', 'renang', 'jawa', 'barat']","['kolam', 'renang', 'jawa', 'barat']"
